"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 19 18:03:00 KRAT 2022","Sun Jun 19 18:03:34 KRAT 2022","34038","","tests.RegistrationFormTests","","tests.RegistrationFormTests","positiveValuesRegistrationForm","Регистрация с позитивными рандомными данными",""
